City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
234,Labuhan,ID,2021-06-06 23:11:57,-6.8844,112.2051,77.23,87,15,6.11
235,Tarragona,ES,2021-06-06 23:11:57,41.129,1.249,66.38,81,20,1.14
236,Bechem,GH,2021-06-06 23:11:57,7.0903,-2.025,72.91,93,26,3.62
237,Olga,RU,2021-06-06 23:11:58,43.7444,135.2892,64.6,62,0,5.28
238,Leningradskiy,RU,2021-06-06 23:11:58,69.3833,178.4167,41.85,71,17,14.47
239,Upernavik,GL,2021-06-06 23:10:26,72.7868,-56.1549,37.78,84,66,4.56
240,San Pedro,PH,2021-06-06 23:11:58,14.35,121.0167,84.34,83,100,1.57
241,Cabo San Lucas,MX,2021-06-06 23:11:00,22.8909,-109.9124,100.51,39,1,9.22
242,College,US,2021-06-06 23:11:59,64.8569,-147.8028,71.26,54,75,25.32
243,Neyshabur,IR,2021-06-06 23:11:59,36.2133,58.7958,79.39,32,0,2.84
244,Tarko-Sale,RU,2021-06-06 23:12:00,64.9225,77.785,42.01,74,27,4.0
245,Santiago,CL,2021-06-06 23:12:00,-33.4569,-70.6483,61.86,57,90,3.29
246,Hasaki,JP,2021-06-06 23:12:00,35.7333,140.8333,71.19,83,100,1.12
247,Griffith,US,2021-06-06 23:12:01,41.5284,-87.4237,87.98,54,1,4.0
248,Acapulco,MX,2021-06-06 23:07:40,16.8634,-99.8901,89.42,70,75,10.74
249,Kenai,US,2021-06-06 23:12:01,60.5544,-151.2583,69.03,50,1,13.8
250,Lalibela,ET,2021-06-06 23:12:02,12.0333,39.0333,61.97,36,76,7.29
251,Naron,ES,2021-06-06 23:12:02,43.5167,-8.1528,60.6,90,72,8.01
252,Victor Harbor,AU,2021-06-06 23:12:03,-35.5667,138.6167,63.46,71,90,5.01
253,Fort Nelson,CA,2021-06-06 23:12:03,58.8053,-122.7002,55.2,54,100,10.65
254,Saint-Joseph,RE,2021-06-06 23:07:21,-21.3667,55.6167,71.98,86,70,13.06
255,Tiksi,RU,2021-06-06 23:12:03,71.6872,128.8694,43.83,64,100,1.54
256,Yeppoon,AU,2021-06-06 23:12:04,-23.1333,150.7333,58.78,68,54,9.71
257,Kargasok,RU,2021-06-06 23:12:04,59.0556,80.8572,47.61,91,100,9.73
258,Mount Gambier,AU,2021-06-06 23:12:04,-37.8333,140.7667,55.31,71,100,20.71
259,Vila Do Maio,CV,2021-06-06 23:12:05,15.1333,-23.2167,74.19,87,14,20.24
